Readable,Epoch,Train_Loss,IN_PSNR,OUT_PSNR,IN_SSIM,OUT_SSIM,PSNR_Diff
Radius 5 | Fibre: False | Axis: Y | Norm: No,35,12.7586,31.69,32.85,0.93,0.94,1.1600000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: No,36,13.0156,31.69,33.02,0.93,0.93,1.3300000000000018
Radius 5 | Fibre: False | Axis: Y | Norm: No,37,12.5299,31.69,33.04,0.93,0.94,1.3499999999999979
Radius 5 | Fibre: False | Axis: Y | Norm: No,38,12.531,31.69,32.87,0.93,0.94,1.1799999999999962
Radius 5 | Fibre: False | Axis: Y | Norm: No,39,12.6278,31.69,33.0,0.93,0.93,1.3099999999999987
Radius 5 | Fibre: False | Axis: Y | Norm: No,40,12.5853,31.69,32.96,0.93,0.93,1.2699999999999996
Radius 5 | Fibre: False | Axis: Y | Norm: No,41,13.7932,31.69,33.07,0.93,0.93,1.379999999999999
Radius 5 | Fibre: False | Axis: Y | Norm: No,42,12.4461,31.69,32.98,0.93,0.93,1.2899999999999956
Radius 5 | Fibre: False | Axis: Y | Norm: No,43,12.3564,31.69,33.0,0.93,0.94,1.3099999999999987
Radius 5 | Fibre: False | Axis: Y | Norm: No,44,12.5009,31.69,33.02,0.93,0.94,1.3300000000000018
Radius 5 | Fibre: False | Axis: Y | Norm: No,45,12.2251,31.69,32.94,0.93,0.93,1.2499999999999964
Radius 5 | Fibre: False | Axis: Y | Norm: No,46,12.2722,31.69,32.94,0.93,0.93,1.2499999999999964
Radius 5 | Fibre: False | Axis: Y | Norm: No,47,12.2017,31.69,32.97,0.93,0.94,1.2799999999999976
Radius 5 | Fibre: False | Axis: Y | Norm: No,48,12.3118,31.69,32.93,0.93,0.93,1.2399999999999984
Radius 5 | Fibre: False | Axis: Y | Norm: No,49,12.2169,31.69,32.98,0.93,0.93,1.2899999999999956
Radius 5 | Fibre: False | Axis: Y | Norm: No,50,12.1681,31.69,33.03,0.93,0.93,1.3399999999999999
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,1,0.0005,31.69,32.46,0.93,0.91,0.7699999999999996
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,2,0.0003,31.69,32.85,0.93,0.92,1.1600000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,3,0.0003,31.69,32.67,0.93,0.92,0.9800000000000004
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,4,0.0003,31.69,32.35,0.93,0.93,0.6600000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,5,0.0003,31.69,32.97,0.93,0.93,1.2799999999999976
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,6,0.0003,31.69,33.1,0.93,0.93,1.4100000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,7,0.0002,31.69,33.05,0.93,0.93,1.3599999999999959
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,8,0.0002,31.69,33.08,0.93,0.94,1.389999999999997
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,9,0.0002,31.69,32.87,0.93,0.93,1.1799999999999962
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,10,0.0002,31.69,32.06,0.93,0.9,0.370000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,11,0.0002,31.69,32.91,0.93,0.93,1.2199999999999953
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,12,0.0002,31.69,33.06,0.93,0.93,1.370000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,13,0.0002,31.69,32.99,0.93,0.93,1.3000000000000007
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,14,0.0002,31.69,32.92,0.93,0.93,1.2300000000000004
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,15,0.0002,31.69,32.68,0.93,0.93,0.9899999999999984
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,16,0.0002,31.69,32.99,0.93,0.93,1.3000000000000007
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,17,0.0002,31.69,32.93,0.93,0.93,1.2399999999999984
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,18,0.0002,31.69,32.98,0.93,0.93,1.2899999999999956
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,19,0.0002,31.69,33.11,0.93,0.94,1.4199999999999982
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,20,0.0002,31.69,32.95,0.93,0.93,1.2600000000000016
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,21,0.0002,31.69,32.97,0.93,0.93,1.2799999999999976
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,22,0.0002,31.69,33.04,0.93,0.93,1.3499999999999979
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,23,0.0002,31.69,32.99,0.93,0.93,1.3000000000000007
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,24,0.0002,31.69,33.01,0.93,0.93,1.3199999999999967
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,25,0.0002,31.69,32.93,0.93,0.93,1.2399999999999984
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,26,0.0002,31.69,32.93,0.93,0.93,1.2399999999999984
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,27,0.0002,31.69,32.79,0.93,0.92,1.0999999999999979
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,28,0.0002,31.69,32.97,0.93,0.93,1.2799999999999976
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,29,0.0002,31.69,32.84,0.93,0.93,1.1500000000000021
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,30,0.0002,31.69,32.95,0.93,0.93,1.2600000000000016
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,31,0.0002,31.69,32.78,0.93,0.93,1.0899999999999999
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,32,0.0002,31.69,32.86,0.93,0.93,1.1699999999999982
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,33,0.0002,31.69,32.88,0.93,0.93,1.1900000000000013
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,34,0.0002,31.69,32.81,0.93,0.93,1.120000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,35,0.0002,31.69,32.86,0.93,0.93,1.1699999999999982
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,36,0.0002,31.69,32.88,0.93,0.93,1.1900000000000013
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,37,0.0002,31.69,32.74,0.93,0.93,1.0500000000000007
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,38,0.0002,31.69,32.77,0.93,0.93,1.0800000000000018
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,39,0.0002,31.69,32.84,0.93,0.93,1.1500000000000021
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,40,0.0002,31.69,32.71,0.93,0.93,1.0199999999999996
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,41,0.0002,31.69,32.82,0.93,0.93,1.129999999999999
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,42,0.0002,31.69,32.59,0.93,0.93,0.9000000000000021
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,43,0.0002,31.69,32.75,0.93,0.93,1.0599999999999987
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,44,0.0002,31.69,32.81,0.93,0.93,1.120000000000001
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,45,0.0002,31.69,32.69,0.93,0.93,0.9999999999999964
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,46,0.0002,31.69,32.77,0.93,0.93,1.0800000000000018
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,47,0.0002,31.69,32.75,0.93,0.93,1.0599999999999987
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,48,0.0002,31.69,32.69,0.93,0.93,0.9999999999999964
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,49,0.0002,31.69,32.63,0.93,0.93,0.9400000000000013
Radius 5 | Fibre: False | Axis: Y | Norm: Yes,50,0.0002,31.69,32.72,0.93,0.93,1.0299999999999976
Radius 5 | Fibre: False | Axis: Z | Norm: No,1,36.6476,32.2,33.36,0.93,0.94,1.1599999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: No,2,17.9301,32.2,33.7,0.93,0.94,1.5
Radius 5 | Fibre: False | Axis: Z | Norm: No,3,17.3934,32.2,33.77,0.93,0.94,1.5700000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: No,4,16.1061,32.2,33.82,0.93,0.94,1.6199999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: No,5,15.7723,32.2,33.84,0.93,0.94,1.6400000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: No,6,15.1058,32.2,33.85,0.93,0.94,1.6499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: No,7,15.0908,32.2,33.81,0.93,0.94,1.6099999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: No,8,14.602,32.2,33.81,0.93,0.94,1.6099999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: No,9,14.329,32.2,32.98,0.93,0.94,0.779999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: No,10,14.0887,32.2,33.8,0.93,0.94,1.5999999999999943
Radius 5 | Fibre: False | Axis: Z | Norm: No,11,14.0283,32.2,33.86,0.93,0.94,1.6599999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: No,12,13.6426,32.2,33.36,0.93,0.94,1.1599999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: No,13,13.7047,32.2,33.61,0.93,0.94,1.4099999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: No,14,13.563,32.2,33.14,0.93,0.94,0.9399999999999977
Radius 5 | Fibre: False | Axis: Z | Norm: No,15,13.299,32.2,33.85,0.93,0.94,1.6499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: No,16,13.1687,32.2,33.79,0.93,0.94,1.5899999999999963
Radius 5 | Fibre: False | Axis: Z | Norm: No,17,13.3435,32.2,33.9,0.93,0.94,1.6999999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: No,18,12.9729,32.2,33.82,0.93,0.94,1.6199999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: No,19,12.6971,32.2,33.69,0.93,0.94,1.4899999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: No,20,12.8623,32.2,33.66,0.93,0.94,1.4599999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: No,21,13.3115,32.2,33.74,0.93,0.94,1.5399999999999991
Radius 5 | Fibre: False | Axis: Z | Norm: No,22,12.4823,32.2,33.77,0.93,0.94,1.5700000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: No,23,12.4362,32.2,33.76,0.93,0.94,1.5599999999999952
Radius 5 | Fibre: False | Axis: Z | Norm: No,24,12.4904,32.2,33.71,0.93,0.94,1.509999999999998
Radius 5 | Fibre: False | Axis: Z | Norm: No,25,12.4841,32.2,33.77,0.93,0.94,1.5700000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: No,26,12.3499,32.2,33.81,0.93,0.94,1.6099999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: No,27,12.1382,32.2,33.66,0.93,0.93,1.4599999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: No,28,12.055,32.2,33.78,0.93,0.94,1.5799999999999983
Radius 5 | Fibre: False | Axis: Z | Norm: No,29,12.1329,32.2,33.66,0.93,0.93,1.4599999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: No,30,12.0933,32.2,33.61,0.93,0.93,1.4099999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: No,31,11.7119,32.2,33.77,0.93,0.94,1.5700000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: No,32,11.7422,32.2,33.75,0.93,0.94,1.5499999999999972
Radius 5 | Fibre: False | Axis: Z | Norm: No,33,11.7589,32.2,33.62,0.93,0.93,1.4199999999999946
Radius 5 | Fibre: False | Axis: Z | Norm: No,34,11.7371,32.2,33.69,0.93,0.94,1.4899999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: No,35,11.5543,32.2,33.72,0.93,0.94,1.519999999999996
Radius 5 | Fibre: False | Axis: Z | Norm: No,36,11.4489,32.2,33.58,0.93,0.93,1.3799999999999955
Radius 5 | Fibre: False | Axis: Z | Norm: No,37,11.3587,32.2,33.7,0.93,0.94,1.5
Radius 5 | Fibre: False | Axis: Z | Norm: No,38,11.2959,32.2,33.69,0.93,0.94,1.4899999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: No,39,11.2157,32.2,33.66,0.93,0.94,1.4599999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: No,40,11.1545,32.2,33.5,0.93,0.94,1.2999999999999972
Radius 5 | Fibre: False | Axis: Z | Norm: No,41,11.1118,32.2,33.62,0.93,0.94,1.4199999999999946
Radius 5 | Fibre: False | Axis: Z | Norm: No,42,11.0337,32.2,33.6,0.93,0.94,1.3999999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: No,43,10.9386,32.2,33.6,0.93,0.93,1.3999999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: No,44,11.0729,32.2,32.85,0.93,0.94,0.6499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: No,45,10.8742,32.2,33.56,0.93,0.93,1.3599999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: No,46,10.8709,32.2,33.56,0.93,0.93,1.3599999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: No,47,10.7618,32.2,33.41,0.93,0.94,1.2099999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: No,48,10.8538,32.2,33.54,0.93,0.93,1.3399999999999963
Radius 5 | Fibre: False | Axis: Z | Norm: No,49,10.8531,32.2,33.61,0.93,0.94,1.4099999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: No,50,10.7137,32.2,33.62,0.93,0.94,1.4199999999999946
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,1,0.0005,32.2,33.36,0.93,0.93,1.1599999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,2,0.0003,32.2,33.47,0.93,0.94,1.269999999999996
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,3,0.0003,32.2,33.59,0.93,0.93,1.3900000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,4,0.0002,32.2,32.91,0.93,0.92,0.7099999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,5,0.0002,32.2,33.46,0.93,0.93,1.259999999999998
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,6,0.0002,32.2,33.52,0.93,0.94,1.3200000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,7,0.0002,32.2,33.56,0.93,0.93,1.3599999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,8,0.0002,32.2,33.54,0.93,0.93,1.3399999999999963
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,9,0.0002,32.2,33.48,0.93,0.93,1.279999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,10,0.0002,32.2,33.55,0.93,0.93,1.3499999999999943
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,11,0.0002,32.2,33.54,0.93,0.94,1.3399999999999963
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,12,0.0002,32.2,33.45,0.93,0.93,1.25
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,13,0.0002,32.2,33.39,0.93,0.93,1.1899999999999977
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,14,0.0002,32.2,33.15,0.93,0.91,0.9499999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,15,0.0002,32.2,33.32,0.93,0.93,1.1199999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,16,0.0002,32.2,33.58,0.93,0.94,1.3799999999999955
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,17,0.0002,32.2,33.49,0.93,0.93,1.2899999999999991
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,18,0.0002,32.2,33.47,0.93,0.93,1.269999999999996
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,19,0.0002,32.2,33.01,0.93,0.92,0.8099999999999952
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,20,0.0002,32.2,33.32,0.93,0.93,1.1199999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,21,0.0002,32.2,33.34,0.93,0.93,1.1400000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,22,0.0002,32.2,33.43,0.93,0.93,1.2299999999999969
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,23,0.0002,32.2,33.44,0.93,0.93,1.2399999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,24,0.0002,32.2,33.31,0.93,0.93,1.1099999999999994
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,25,0.0002,32.2,33.43,0.93,0.93,1.2299999999999969
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,26,0.0002,32.2,33.4,0.93,0.93,1.1999999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,27,0.0002,32.2,33.38,0.93,0.93,1.1799999999999997
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,28,0.0002,32.2,33.35,0.93,0.93,1.1499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,29,0.0002,32.2,33.27,0.93,0.94,1.0700000000000003
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,30,0.0002,32.2,33.2,0.93,0.93,1.0
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,31,0.0002,32.2,33.41,0.93,0.93,1.2099999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,32,0.0002,32.2,33.34,0.93,0.93,1.1400000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,33,0.0002,32.2,33.41,0.93,0.94,1.2099999999999937
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,34,0.0002,32.2,33.36,0.93,0.93,1.1599999999999966
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,35,0.0002,32.2,33.44,0.93,0.93,1.2399999999999949
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,36,0.0002,32.2,33.33,0.93,0.93,1.1299999999999955
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,37,0.0002,32.2,33.22,0.93,0.93,1.019999999999996
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,38,0.0002,32.2,33.35,0.93,0.93,1.1499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,39,0.0002,32.2,33.28,0.93,0.93,1.0799999999999983
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,40,0.0002,32.2,33.39,0.93,0.93,1.1899999999999977
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,41,0.0002,32.2,33.33,0.93,0.93,1.1299999999999955
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,42,0.0002,32.2,33.35,0.93,0.93,1.1499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,43,0.0002,32.2,33.4,0.93,0.93,1.1999999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,44,0.0002,32.2,33.32,0.93,0.93,1.1199999999999974
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,45,0.0002,32.2,33.26,0.93,0.93,1.0599999999999952
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,46,0.0002,32.2,33.24,0.93,0.93,1.0399999999999991
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,47,0.0002,32.2,33.2,0.93,0.93,1.0
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,48,0.0002,32.2,33.22,0.93,0.93,1.019999999999996
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,49,0.0002,32.2,33.04,0.93,0.93,0.8399999999999963
Radius 5 | Fibre: False | Axis: Z | Norm: Yes,50,0.0002,32.2,33.2,0.93,0.93,1.0
Radius 5 | Fibre: True | Axis: X | Norm: No,1,32.5114,35.0,35.99,0.95,0.96,0.990000000000002
Radius 5 | Fibre: True | Axis: X | Norm: No,2,10.8801,35.0,36.65,0.95,0.96,1.6499999999999986
Radius 5 | Fibre: True | Axis: X | Norm: No,3,10.433,35.0,36.49,0.95,0.96,1.490000000000002
Radius 5 | Fibre: True | Axis: X | Norm: No,4,12.7366,35.0,36.59,0.95,0.96,1.5900000000000034
Radius 5 | Fibre: True | Axis: X | Norm: No,5,9.2926,35.0,36.63,0.95,0.96,1.6300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,6,9.8954,35.0,36.59,0.95,0.96,1.5900000000000034
Radius 5 | Fibre: True | Axis: X | Norm: No,7,8.8365,35.0,36.61,0.95,0.96,1.6099999999999994
Radius 5 | Fibre: True | Axis: X | Norm: No,8,8.624,35.0,36.36,0.95,0.96,1.3599999999999994
Radius 5 | Fibre: True | Axis: X | Norm: No,9,8.672,35.0,36.52,0.95,0.95,1.5200000000000031
Radius 5 | Fibre: True | Axis: X | Norm: No,10,8.5187,35.0,36.66,0.95,0.96,1.6599999999999966
Radius 5 | Fibre: True | Axis: X | Norm: No,11,8.0626,35.0,36.35,0.95,0.95,1.3500000000000014
Radius 5 | Fibre: True | Axis: X | Norm: No,12,8.0291,35.0,36.49,0.95,0.96,1.490000000000002
Radius 5 | Fibre: True | Axis: X | Norm: No,13,8.2264,35.0,36.52,0.95,0.95,1.5200000000000031
Radius 5 | Fibre: True | Axis: X | Norm: No,14,7.5888,35.0,36.56,0.95,0.95,1.5600000000000023
Radius 5 | Fibre: True | Axis: X | Norm: No,15,7.9546,35.0,36.38,0.95,0.96,1.3800000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,16,7.5408,35.0,36.39,0.95,0.95,1.3900000000000006
Radius 5 | Fibre: True | Axis: X | Norm: No,17,7.5976,35.0,36.51,0.95,0.95,1.509999999999998
Radius 5 | Fibre: True | Axis: X | Norm: No,18,7.3327,35.0,36.41,0.95,0.96,1.4099999999999966
Radius 5 | Fibre: True | Axis: X | Norm: No,19,7.3916,35.0,36.58,0.95,0.96,1.5799999999999983
Radius 5 | Fibre: True | Axis: X | Norm: No,20,7.3621,35.0,36.21,0.95,0.95,1.2100000000000009
Radius 5 | Fibre: True | Axis: X | Norm: No,21,7.2512,35.0,36.46,0.95,0.95,1.4600000000000009
Radius 5 | Fibre: True | Axis: X | Norm: No,22,7.0106,35.0,36.35,0.95,0.95,1.3500000000000014
Radius 5 | Fibre: True | Axis: X | Norm: No,23,8.5497,35.0,36.23,0.95,0.95,1.2299999999999969
Radius 5 | Fibre: True | Axis: X | Norm: No,24,6.838,35.0,36.49,0.95,0.96,1.490000000000002
Radius 5 | Fibre: True | Axis: X | Norm: No,25,7.1356,35.0,36.45,0.95,0.95,1.4500000000000028
Radius 5 | Fibre: True | Axis: X | Norm: No,26,6.7196,35.0,36.43,0.95,0.95,1.4299999999999997
Radius 5 | Fibre: True | Axis: X | Norm: No,27,6.8742,35.0,36.33,0.95,0.95,1.3299999999999983
Radius 5 | Fibre: True | Axis: X | Norm: No,28,6.8704,35.0,36.36,0.95,0.95,1.3599999999999994
Radius 5 | Fibre: True | Axis: X | Norm: No,29,6.7177,35.0,36.34,0.95,0.95,1.3400000000000034
Radius 5 | Fibre: True | Axis: X | Norm: No,30,6.6069,35.0,36.29,0.95,0.95,1.2899999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,31,6.7824,35.0,36.29,0.95,0.95,1.2899999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,32,6.7314,35.0,36.3,0.95,0.95,1.2999999999999972
Radius 5 | Fibre: True | Axis: X | Norm: No,33,6.8046,35.0,36.43,0.95,0.95,1.4299999999999997
Radius 5 | Fibre: True | Axis: X | Norm: No,34,6.7243,35.0,36.32,0.95,0.95,1.3200000000000003
Radius 5 | Fibre: True | Axis: X | Norm: No,35,6.5497,35.0,36.29,0.95,0.95,1.2899999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,36,6.4438,35.0,36.34,0.95,0.95,1.3400000000000034
Radius 5 | Fibre: True | Axis: X | Norm: No,37,6.3824,35.0,36.28,0.95,0.95,1.2800000000000011
Radius 5 | Fibre: True | Axis: X | Norm: No,38,6.5627,35.0,36.22,0.95,0.95,1.2199999999999989
Radius 5 | Fibre: True | Axis: X | Norm: No,39,6.4017,35.0,36.19,0.95,0.95,1.1899999999999977
Radius 5 | Fibre: True | Axis: X | Norm: No,40,6.4516,35.0,36.3,0.95,0.95,1.2999999999999972
Radius 5 | Fibre: True | Axis: X | Norm: No,41,6.3925,35.0,36.37,0.95,0.96,1.3699999999999974
Radius 5 | Fibre: True | Axis: X | Norm: No,42,6.6373,35.0,36.13,0.95,0.95,1.1300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,43,6.3412,35.0,36.19,0.95,0.95,1.1899999999999977
Radius 5 | Fibre: True | Axis: X | Norm: No,44,6.2965,35.0,36.29,0.95,0.95,1.2899999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,45,6.2183,35.0,36.17,0.95,0.95,1.1700000000000017
Radius 5 | Fibre: True | Axis: X | Norm: No,46,6.4793,35.0,36.15,0.95,0.95,1.1499999999999986
Radius 5 | Fibre: True | Axis: X | Norm: No,47,6.1296,35.0,36.13,0.95,0.95,1.1300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,48,6.214,35.0,36.18,0.95,0.95,1.1799999999999997
Radius 5 | Fibre: True | Axis: X | Norm: No,49,6.2627,35.0,36.22,0.95,0.95,1.2199999999999989
Radius 5 | Fibre: True | Axis: X | Norm: No,50,6.0611,35.0,36.42,0.95,0.96,1.4200000000000017
Radius 5 | Fibre: True | Axis: X | Norm: Yes,1,0.0004,35.0,35.73,0.95,0.95,0.7299999999999969
Radius 5 | Fibre: True | Axis: X | Norm: Yes,2,0.0002,35.0,35.96,0.95,0.95,0.9600000000000009
Radius 5 | Fibre: True | Axis: X | Norm: Yes,3,0.0002,35.0,35.66,0.95,0.95,0.6599999999999966
Radius 5 | Fibre: True | Axis: X | Norm: Yes,4,0.0002,35.0,36.07,0.95,0.95,1.0700000000000003
Radius 5 | Fibre: True | Axis: X | Norm: Yes,5,0.0002,35.0,36.22,0.95,0.96,1.2199999999999989
Radius 5 | Fibre: True | Axis: X | Norm: Yes,6,0.0002,35.0,36.18,0.95,0.95,1.1799999999999997
Radius 5 | Fibre: True | Axis: X | Norm: Yes,7,0.0002,35.0,36.26,0.95,0.96,1.259999999999998
Radius 5 | Fibre: True | Axis: X | Norm: Yes,8,0.0001,35.0,35.27,0.95,0.94,0.2700000000000031
Radius 5 | Fibre: True | Axis: X | Norm: Yes,9,0.0001,35.0,36.12,0.95,0.96,1.1199999999999974
Radius 5 | Fibre: True | Axis: X | Norm: Yes,10,0.0001,35.0,36.22,0.95,0.95,1.2199999999999989
Radius 5 | Fibre: True | Axis: X | Norm: Yes,11,0.0001,35.0,34.97,0.95,0.95,-0.030000000000001137
Radius 5 | Fibre: True | Axis: X | Norm: Yes,12,0.0001,35.0,36.28,0.95,0.95,1.2800000000000011
Radius 5 | Fibre: True | Axis: X | Norm: Yes,13,0.0001,35.0,36.16,0.95,0.95,1.1599999999999966
Radius 5 | Fibre: True | Axis: X | Norm: Yes,14,0.0001,35.0,36.34,0.95,0.96,1.3400000000000034
Radius 5 | Fibre: True | Axis: X | Norm: Yes,15,0.0001,35.0,36.05,0.95,0.95,1.0499999999999972
Radius 5 | Fibre: True | Axis: X | Norm: Yes,16,0.0001,35.0,36.23,0.95,0.95,1.2299999999999969
Radius 5 | Fibre: True | Axis: X | Norm: Yes,17,0.0001,35.0,36.13,0.95,0.95,1.1300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: Yes,18,0.0001,35.0,36.15,0.95,0.95,1.1499999999999986
