Readable,Epoch,Train_Loss,IN_PSNR,OUT_PSNR,IN_SSIM,OUT_SSIM,PSNR_Diff
Radius 5 | Fibre: False | Axis: Z | Norm: No,37,9.1072,35.38,36.6,0.96,0.97,1.2199999999999989
Radius 5 | Fibre: False | Axis: Z | Norm: No,38,8.0304,35.38,36.53,0.96,0.97,1.1499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: No,39,8.5009,35.38,36.46,0.96,0.97,1.0799999999999983
Radius 5 | Fibre: False | Axis: Z | Norm: No,40,7.9659,35.38,36.52,0.96,0.97,1.1400000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: No,41,8.188,35.38,36.58,0.96,0.97,1.1999999999999957
Radius 5 | Fibre: False | Axis: Z | Norm: No,42,7.6804,35.38,36.51,0.96,0.97,1.1299999999999955
Radius 5 | Fibre: False | Axis: Z | Norm: No,43,7.8628,35.38,36.65,0.96,0.97,1.269999999999996
Radius 5 | Fibre: False | Axis: Z | Norm: No,44,7.8184,35.38,36.59,0.96,0.97,1.2100000000000009
Radius 5 | Fibre: False | Axis: Z | Norm: No,45,7.5556,35.38,36.55,0.96,0.97,1.1699999999999946
Radius 5 | Fibre: False | Axis: Z | Norm: No,46,7.7521,35.38,36.52,0.96,0.96,1.1400000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: No,47,7.2683,35.38,36.53,0.96,0.97,1.1499999999999986
Radius 5 | Fibre: False | Axis: Z | Norm: No,48,7.6602,35.38,36.64,0.96,0.97,1.259999999999998
Radius 5 | Fibre: False | Axis: Z | Norm: No,49,7.3386,35.38,36.52,0.96,0.97,1.1400000000000006
Radius 5 | Fibre: False | Axis: Z | Norm: No,50,7.7745,35.38,36.4,0.96,0.97,1.019999999999996
Radius 5 | Fibre: True | Axis: X | Norm: No,1,496.4377,36.39,37.38,0.97,0.97,0.990000000000002
Radius 5 | Fibre: True | Axis: X | Norm: No,2,11.5512,36.39,37.97,0.97,0.98,1.5799999999999983
Radius 5 | Fibre: True | Axis: X | Norm: No,3,12.0591,36.39,37.97,0.97,0.98,1.5799999999999983
Radius 5 | Fibre: True | Axis: X | Norm: No,4,9.665,36.39,38.02,0.97,0.98,1.6300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,5,13.5622,36.39,38.02,0.97,0.98,1.6300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,6,9.1083,36.39,37.21,0.97,0.98,0.8200000000000003
Radius 5 | Fibre: True | Axis: X | Norm: No,7,9.2055,36.39,38.06,0.97,0.98,1.6700000000000017
Radius 5 | Fibre: True | Axis: X | Norm: No,8,8.3948,36.39,38.15,0.97,0.98,1.759999999999998
Radius 5 | Fibre: True | Axis: X | Norm: No,9,10.0586,36.39,38.14,0.97,0.98,1.75
Radius 5 | Fibre: True | Axis: X | Norm: No,10,7.2908,36.39,38.12,0.97,0.97,1.7299999999999969
Radius 5 | Fibre: True | Axis: X | Norm: No,11,10.4878,36.39,38.06,0.97,0.98,1.6700000000000017
Radius 5 | Fibre: True | Axis: X | Norm: No,12,6.8224,36.39,38.01,0.97,0.98,1.6199999999999974
Radius 5 | Fibre: True | Axis: X | Norm: No,13,12.9458,36.39,37.82,0.97,0.97,1.4299999999999997
Radius 5 | Fibre: True | Axis: X | Norm: No,14,6.8413,36.39,38.13,0.97,0.98,1.740000000000002
Radius 5 | Fibre: True | Axis: X | Norm: No,15,7.1244,36.39,38.09,0.97,0.97,1.7000000000000028
Radius 5 | Fibre: True | Axis: X | Norm: No,16,6.5921,36.39,38.12,0.97,0.98,1.7299999999999969
Radius 5 | Fibre: True | Axis: X | Norm: No,17,6.7454,36.39,37.43,0.97,0.97,1.0399999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,18,6.269,36.39,38.06,0.97,0.97,1.6700000000000017
Radius 5 | Fibre: True | Axis: X | Norm: No,19,6.5516,36.39,35.46,0.97,0.97,-0.9299999999999997
Radius 5 | Fibre: True | Axis: X | Norm: No,20,6.0353,36.39,38.02,0.97,0.97,1.6300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,21,8.0637,36.39,38.04,0.97,0.97,1.6499999999999986
Radius 5 | Fibre: True | Axis: X | Norm: No,22,5.3701,36.39,38.0,0.97,0.97,1.6099999999999994
Radius 5 | Fibre: True | Axis: X | Norm: No,23,6.4957,36.39,37.95,0.97,0.97,1.5600000000000023
Radius 5 | Fibre: True | Axis: X | Norm: No,24,5.3017,36.39,37.93,0.97,0.97,1.5399999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,25,5.7001,36.39,37.66,0.97,0.97,1.269999999999996
Radius 5 | Fibre: True | Axis: X | Norm: No,26,6.7243,36.39,38.03,0.97,0.97,1.6400000000000006
Radius 5 | Fibre: True | Axis: X | Norm: No,27,6.0561,36.39,37.59,0.97,0.97,1.2000000000000028
Radius 5 | Fibre: True | Axis: X | Norm: No,28,4.9895,36.39,37.98,0.97,0.97,1.5899999999999963
Radius 5 | Fibre: True | Axis: X | Norm: No,29,4.8799,36.39,38.02,0.97,0.98,1.6300000000000026
Radius 5 | Fibre: True | Axis: X | Norm: No,30,6.5316,36.39,37.53,0.97,0.97,1.1400000000000006
Radius 5 | Fibre: True | Axis: X | Norm: No,31,4.9759,36.39,37.97,0.97,0.97,1.5799999999999983
Radius 5 | Fibre: True | Axis: X | Norm: No,32,4.8952,36.39,37.91,0.97,0.97,1.519999999999996
Radius 5 | Fibre: True | Axis: X | Norm: No,33,4.64,36.39,37.93,0.97,0.97,1.5399999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,34,5.5321,36.39,38.0,0.97,0.98,1.6099999999999994
Radius 5 | Fibre: True | Axis: X | Norm: No,35,5.5692,36.39,37.89,0.97,0.97,1.5
Radius 5 | Fibre: True | Axis: X | Norm: No,36,4.1359,36.39,37.86,0.97,0.97,1.4699999999999989
Radius 5 | Fibre: True | Axis: X | Norm: No,37,6.1326,36.39,37.93,0.97,0.97,1.5399999999999991
Radius 5 | Fibre: True | Axis: X | Norm: No,38,4.1407,36.39,37.9,0.97,0.97,1.509999999999998
Radius 5 | Fibre: True | Axis: X | Norm: No,39,4.9161,36.39,37.88,0.97,0.97,1.490000000000002
Radius 5 | Fibre: True | Axis: X | Norm: No,40,4.8573,36.39,37.7,0.97,0.98,1.3100000000000023
Radius 5 | Fibre: True | Axis: X | Norm: No,41,4.8473,36.39,37.9,0.97,0.97,1.509999999999998
Radius 5 | Fibre: True | Axis: X | Norm: No,42,5.44,36.39,37.74,0.97,0.97,1.3500000000000014
Radius 5 | Fibre: True | Axis: X | Norm: No,43,3.7841,36.39,37.86,0.97,0.97,1.4699999999999989
Radius 5 | Fibre: True | Axis: X | Norm: No,44,5.0654,36.39,37.9,0.97,0.97,1.509999999999998
Radius 5 | Fibre: True | Axis: X | Norm: No,45,4.1334,36.39,37.9,0.97,0.97,1.509999999999998
Radius 5 | Fibre: True | Axis: X | Norm: No,46,4.1758,36.39,37.82,0.97,0.97,1.4299999999999997
Radius 5 | Fibre: True | Axis: X | Norm: No,47,4.0136,36.39,37.79,0.97,0.97,1.3999999999999986
Radius 5 | Fibre: True | Axis: X | Norm: No,48,4.8678,36.39,37.85,0.97,0.97,1.4600000000000009
Radius 5 | Fibre: True | Axis: X | Norm: No,49,3.6512,36.39,37.83,0.97,0.97,1.4399999999999977
Radius 5 | Fibre: True | Axis: X | Norm: No,50,4.3661,36.39,37.8,0.97,0.97,1.4099999999999966
Radius 5 | Fibre: True | Axis: Y | Norm: No,1,60.875,39.13,39.58,0.98,0.98,0.44999999999999574
Radius 5 | Fibre: True | Axis: Y | Norm: No,2,7.4506,39.13,40.93,0.98,0.98,1.7999999999999972
Radius 5 | Fibre: True | Axis: Y | Norm: No,3,6.0741,39.13,41.06,0.98,0.99,1.9299999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: No,4,5.7518,39.13,41.35,0.98,0.99,2.219999999999999
Radius 5 | Fibre: True | Axis: Y | Norm: No,5,5.4016,39.13,41.45,0.98,0.99,2.3200000000000003
Radius 5 | Fibre: True | Axis: Y | Norm: No,6,6.4561,39.13,39.02,0.98,0.98,-0.10999999999999943
Radius 5 | Fibre: True | Axis: Y | Norm: No,7,5.2496,39.13,41.32,0.98,0.99,2.1899999999999977
Radius 5 | Fibre: True | Axis: Y | Norm: No,8,4.9346,39.13,35.75,0.98,0.98,-3.3800000000000026
Radius 5 | Fibre: True | Axis: Y | Norm: No,9,5.3792,39.13,41.57,0.98,0.99,2.4399999999999977
Radius 5 | Fibre: True | Axis: Y | Norm: No,10,4.2579,39.13,41.11,0.98,0.99,1.9799999999999969
Radius 5 | Fibre: True | Axis: Y | Norm: No,11,5.6237,39.13,40.43,0.98,0.99,1.2999999999999972
Radius 5 | Fibre: True | Axis: Y | Norm: No,12,4.1495,39.13,41.49,0.98,0.99,2.3599999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,13,4.2897,39.13,41.12,0.98,0.99,1.9899999999999949
Radius 5 | Fibre: True | Axis: Y | Norm: No,14,4.4744,39.13,41.5,0.98,0.99,2.3699999999999974
Radius 5 | Fibre: True | Axis: Y | Norm: No,15,3.8227,39.13,41.38,0.98,0.99,2.25
Radius 5 | Fibre: True | Axis: Y | Norm: No,16,3.8459,39.13,41.28,0.98,0.99,2.1499999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: No,17,3.623,39.13,41.13,0.98,0.99,2.0
Radius 5 | Fibre: True | Axis: Y | Norm: No,18,3.6913,39.13,41.39,0.98,0.99,2.259999999999998
Radius 5 | Fibre: True | Axis: Y | Norm: No,19,3.5172,39.13,41.41,0.98,0.99,2.279999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,20,4.6704,39.13,41.35,0.98,0.99,2.219999999999999
Radius 5 | Fibre: True | Axis: Y | Norm: No,21,3.1692,39.13,41.41,0.98,0.99,2.279999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,22,3.2274,39.13,41.24,0.98,0.98,2.1099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,23,2.9856,39.13,41.32,0.98,0.99,2.1899999999999977
Radius 5 | Fibre: True | Axis: Y | Norm: No,24,3.1549,39.13,41.35,0.98,0.99,2.219999999999999
Radius 5 | Fibre: True | Axis: Y | Norm: No,25,2.8787,39.13,41.4,0.98,0.98,2.269999999999996
Radius 5 | Fibre: True | Axis: Y | Norm: No,26,3.6899,39.13,41.28,0.98,0.99,2.1499999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: No,27,2.7123,39.13,41.15,0.98,0.98,2.019999999999996
Radius 5 | Fibre: True | Axis: Y | Norm: No,28,2.9384,39.13,41.38,0.98,0.98,2.25
Radius 5 | Fibre: True | Axis: Y | Norm: No,29,2.5437,39.13,41.33,0.98,0.98,2.1999999999999957
Radius 5 | Fibre: True | Axis: Y | Norm: No,30,2.9567,39.13,41.41,0.98,0.99,2.279999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,31,2.5242,39.13,41.34,0.98,0.98,2.210000000000001
Radius 5 | Fibre: True | Axis: Y | Norm: No,32,2.7034,39.13,41.26,0.98,0.98,2.1299999999999955
Radius 5 | Fibre: True | Axis: Y | Norm: No,33,2.4208,39.13,41.24,0.98,0.98,2.1099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,34,2.6862,39.13,41.25,0.98,0.99,2.1199999999999974
Radius 5 | Fibre: True | Axis: Y | Norm: No,35,2.3976,39.13,41.31,0.98,0.98,2.1799999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: No,36,2.5288,39.13,41.24,0.98,0.98,2.1099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,37,2.2751,39.13,41.31,0.98,0.98,2.1799999999999997
Radius 5 | Fibre: True | Axis: Y | Norm: No,38,2.5098,39.13,39.49,0.98,0.98,0.35999999999999943
Radius 5 | Fibre: True | Axis: Y | Norm: No,39,2.2155,39.13,41.24,0.98,0.98,2.1099999999999994
Radius 5 | Fibre: True | Axis: Y | Norm: No,40,2.4525,39.13,41.12,0.98,0.98,1.9899999999999949
Radius 5 | Fibre: True | Axis: Y | Norm: No,41,2.3365,39.13,41.3,0.98,0.98,2.1699999999999946
Radius 5 | Fibre: True | Axis: Y | Norm: No,42,2.2307,39.13,41.3,0.98,0.98,2.1699999999999946
Radius 5 | Fibre: True | Axis: Y | Norm: No,43,2.2719,39.13,41.27,0.98,0.98,2.1400000000000006
Radius 5 | Fibre: True | Axis: Y | Norm: No,44,2.5061,39.13,41.28,0.98,0.98,2.1499999999999986
Radius 5 | Fibre: True | Axis: Y | Norm: No,45,2.1306,39.13,41.29,0.98,0.98,2.1599999999999966
Radius 5 | Fibre: True | Axis: Y | Norm: No,46,2.9697,39.13,41.27,0.98,0.98,2.1400000000000006
Radius 5 | Fibre: True | Axis: Y | Norm: No,47,2.0649,39.13,41.19,0.98,0.98,2.059999999999995
Radius 5 | Fibre: True | Axis: Y | Norm: No,48,2.0632,39.13,41.25,0.98,0.98,2.1199999999999974
Radius 5 | Fibre: True | Axis: Y | Norm: No,49,2.067,39.13,41.29,0.98,0.99,2.1599999999999966
Radius 5 | Fibre: True | Axis: Y | Norm: No,50,2.2438,39.13,40.66,0.98,0.98,1.529999999999994
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,1,0.0008,38.74,39.38,0.98,0.97,0.6400000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,2,0.0002,38.74,39.6,0.98,0.97,0.8599999999999994
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,3,0.0003,38.74,39.89,0.98,0.98,1.1499999999999986
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,4,0.0002,38.74,36.94,0.98,0.96,-1.8000000000000043
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,5,0.0002,38.74,40.01,0.98,0.98,1.269999999999996
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,6,0.0002,38.74,39.91,0.98,0.98,1.1699999999999946
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,7,0.0002,38.74,39.81,0.98,0.98,1.0700000000000003
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,8,0.0002,38.74,39.82,0.98,0.98,1.0799999999999983
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,9,0.0001,38.74,40.05,0.98,0.98,1.3099999999999952
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,10,0.0001,38.74,39.76,0.98,0.97,1.019999999999996
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,11,0.0001,38.74,39.81,0.98,0.98,1.0700000000000003
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,12,0.0001,38.74,39.9,0.98,0.98,1.1599999999999966
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,13,0.0001,38.74,39.76,0.98,0.98,1.019999999999996
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,14,0.0001,38.74,39.64,0.98,0.97,0.8999999999999986
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,15,0.0001,38.74,39.81,0.98,0.97,1.0700000000000003
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,16,0.0001,38.74,39.8,0.98,0.97,1.0599999999999952
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,17,0.0001,38.74,39.75,0.98,0.97,1.009999999999998
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,18,0.0001,38.74,39.7,0.98,0.97,0.9600000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,19,0.0001,38.74,39.61,0.98,0.97,0.8699999999999974
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,20,0.0001,38.74,39.73,0.98,0.97,0.9899999999999949
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,21,0.0001,38.74,39.69,0.98,0.97,0.9499999999999957
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,22,0.0001,38.74,39.68,0.98,0.97,0.9399999999999977
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,23,0.0001,38.74,39.7,0.98,0.97,0.9600000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,24,0.0001,38.74,39.54,0.98,0.97,0.7999999999999972
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,25,0.0001,38.74,39.59,0.98,0.97,0.8500000000000014
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,26,0.0001,38.74,39.64,0.98,0.97,0.8999999999999986
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,27,0.0001,38.74,39.64,0.98,0.97,0.8999999999999986
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,28,0.0001,38.74,39.65,0.98,0.97,0.9099999999999966
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,29,0.0001,38.74,34.96,0.98,0.94,-3.780000000000001
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,30,0.0001,38.74,39.08,0.98,0.93,0.3399999999999963
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,31,0.0001,38.74,39.6,0.98,0.97,0.8599999999999994
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,32,0.0001,38.74,39.73,0.98,0.98,0.9899999999999949
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,33,0.0001,38.74,39.58,0.98,0.97,0.8399999999999963
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,34,0.0001,38.74,39.44,0.98,0.96,0.6999999999999957
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,35,0.0001,38.74,39.54,0.98,0.97,0.7999999999999972
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,36,0.0001,38.74,37.78,0.98,0.93,-0.9600000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,37,0.0001,38.74,39.53,0.98,0.97,0.7899999999999991
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,38,0.0001,38.74,39.38,0.98,0.97,0.6400000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,39,0.0001,38.74,39.49,0.98,0.97,0.75
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,40,0.0001,38.74,39.39,0.98,0.97,0.6499999999999986
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,41,0.0001,38.74,39.45,0.98,0.97,0.7100000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,42,0.0001,38.74,39.44,0.98,0.97,0.6999999999999957
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,43,0.0001,38.74,39.4,0.98,0.96,0.6599999999999966
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,44,0.0001,38.74,39.03,0.98,0.94,0.28999999999999915
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,45,0.0001,38.74,39.45,0.98,0.97,0.7100000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,46,0.0001,38.74,39.24,0.98,0.97,0.5
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,47,0.0001,38.74,39.29,0.98,0.97,0.5499999999999972
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,48,0.0001,38.74,39.38,0.98,0.97,0.6400000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,49,0.0001,38.74,39.2,0.98,0.97,0.46000000000000085
Radius 5 | Fibre: True | Axis: Z | Norm: Yes,50,0.0001,38.74,39.25,0.98,0.97,0.509999999999998
Radius 5 | Fibre: True | Axis: Z | Norm: No,1,34.3214,38.74,39.79,0.98,0.98,1.0499999999999972
Radius 5 | Fibre: True | Axis: Z | Norm: No,2,18.6366,38.74,39.89,0.98,0.98,1.1499999999999986
Radius 5 | Fibre: True | Axis: Z | Norm: No,3,13.2395,38.74,39.97,0.98,0.98,1.2299999999999969
Radius 5 | Fibre: True | Axis: Z | Norm: No,4,13.3551,38.74,39.25,0.98,0.97,0.509999999999998
Radius 5 | Fibre: True | Axis: Z | Norm: No,5,10.1725,38.74,40.1,0.98,0.98,1.3599999999999994
Radius 5 | Fibre: True | Axis: Z | Norm: No,6,9.8488,38.74,39.62,0.98,0.98,0.8799999999999955
Radius 5 | Fibre: True | Axis: Z | Norm: No,7,10.092,38.74,39.71,0.98,0.98,0.9699999999999989
Radius 5 | Fibre: True | Axis: Z | Norm: No,8,8.671,38.74,37.06,0.98,0.97,-1.6799999999999997
Radius 5 | Fibre: True | Axis: Z | Norm: No,9,8.2318,38.74,39.88,0.98,0.98,1.1400000000000006
Radius 5 | Fibre: True | Axis: Z | Norm: No,10,8.0532,38.74,39.86,0.98,0.97,1.1199999999999974
Radius 5 | Fibre: True | Axis: Z | Norm: No,11,7.0161,38.74,39.43,0.98,0.98,0.6899999999999977
Radius 5 | Fibre: True | Axis: Z | Norm: No,12,7.1692,38.74,39.78,0.98,0.97,1.0399999999999991
Radius 5 | Fibre: True | Axis: Z | Norm: No,13,9.7802,38.74,39.5,0.98,0.97,0.759999999999998
Radius 5 | Fibre: True | Axis: Z | Norm: No,14,6.4981,38.74,39.89,0.98,0.97,1.1499999999999986
Radius 5 | Fibre: True | Axis: Z | Norm: No,15,6.154,38.74,39.7,0.98,0.97,0.9600000000000009
Radius 5 | Fibre: True | Axis: Z | Norm: No,16,5.964,38.74,39.84,0.98,0.98,1.1000000000000014
Radius 5 | Fibre: True | Axis: Z | Norm: No,17,5.8634,38.74,39.69,0.98,0.98,0.9499999999999957
Radius 5 | Fibre: True | Axis: Z | Norm: No,18,6.597,38.74,39.86,0.98,0.98,1.1199999999999974
Radius 5 | Fibre: True | Axis: Z | Norm: No,19,5.2826,38.74,39.79,0.98,0.97,1.0499999999999972
Radius 5 | Fibre: True | Axis: Z | Norm: No,20,6.0754,38.74,39.65,0.98,0.97,0.9099999999999966
Radius 5 | Fibre: True | Axis: Z | Norm: No,21,5.1456,38.74,38.75,0.98,0.97,0.00999999999999801
Radius 5 | Fibre: True | Axis: Z | Norm: No,22,5.1181,38.74,39.66,0.98,0.97,0.9199999999999946
Radius 5 | Fibre: True | Axis: Z | Norm: No,23,6.1234,38.74,39.57,0.98,0.97,0.8299999999999983
Radius 5 | Fibre: True | Axis: Z | Norm: No,24,4.5805,38.74,39.68,0.98,0.97,0.9399999999999977
Radius 5 | Fibre: True | Axis: Z | Norm: No,25,4.9543,38.74,39.55,0.98,0.97,0.8099999999999952
Radius 5 | Fibre: True | Axis: Z | Norm: No,26,5.8455,38.74,39.67,0.98,0.97,0.9299999999999997
Radius 5 | Fibre: True | Axis: Z | Norm: No,27,4.8036,38.74,39.34,0.98,0.97,0.6000000000000014
Radius 5 | Fibre: True | Axis: Z | Norm: No,28,4.4542,38.74,39.66,0.98,0.97,0.9199999999999946
Radius 5 | Fibre: True | Axis: Z | Norm: No,29,4.6523,38.74,39.54,0.98,0.97,0.7999999999999972
Radius 5 | Fibre: True | Axis: Z | Norm: No,30,4.9218,38.74,39.68,0.98,0.97,0.9399999999999977
Radius 5 | Fibre: True | Axis: Z | Norm: No,31,4.5113,38.74,39.66,0.98,0.97,0.9199999999999946
Radius 5 | Fibre: True | Axis: Z | Norm: No,32,4.5123,38.74,39.66,0.98,0.97,0.9199999999999946
Radius 5 | Fibre: True | Axis: Z | Norm: No,33,4.1802,38.74,38.9,0.98,0.98,0.1599999999999966
Radius 5 | Fibre: True | Axis: Z | Norm: No,34,4.4049,38.74,38.26,0.98,0.98,-0.480000000000004
Radius 5 | Fibre: True | Axis: Z | Norm: No,35,4.6486,38.74,38.75,0.98,0.98,0.00999999999999801
Radius 5 | Fibre: True | Axis: Z | Norm: No,36,4.5079,38.74,39.81,0.98,0.97,1.0700000000000003
Radius 5 | Fibre: True | Axis: Z | Norm: No,37,3.8374,38.74,39.54,0.98,0.97,0.7999999999999972
Radius 5 | Fibre: True | Axis: Z | Norm: No,38,3.9594,38.74,39.62,0.98,0.97,0.8799999999999955
Radius 5 | Fibre: True | Axis: Z | Norm: No,39,4.6541,38.74,38.75,0.98,0.97,0.00999999999999801
Radius 5 | Fibre: True | Axis: Z | Norm: No,40,3.8412,38.74,39.48,0.98,0.97,0.7399999999999949
Radius 5 | Fibre: True | Axis: Z | Norm: No,41,4.2687,38.74,39.66,0.98,0.97,0.9199999999999946
Radius 5 | Fibre: True | Axis: Z | Norm: No,42,3.6798,38.74,38.48,0.98,0.97,-0.2600000000000051
Radius 5 | Fibre: True | Axis: Z | Norm: No,43,4.4395,38.74,39.46,0.98,0.97,0.7199999999999989
Radius 5 | Fibre: True | Axis: Z | Norm: No,44,3.6536,38.74,39.69,0.98,0.97,0.9499999999999957
Radius 5 | Fibre: True | Axis: Z | Norm: No,45,3.9149,38.74,39.62,0.98,0.97,0.8799999999999955
Radius 5 | Fibre: True | Axis: Z | Norm: No,46,5.05,38.74,39.47,0.98,0.97,0.7299999999999969
Radius 5 | Fibre: True | Axis: Z | Norm: No,47,3.7454,38.74,39.56,0.98,0.97,0.8200000000000003
Radius 5 | Fibre: True | Axis: Z | Norm: No,48,3.8768,38.74,39.55,0.98,0.97,0.8099999999999952
Radius 5 | Fibre: True | Axis: Z | Norm: No,49,3.6342,38.74,39.33,0.98,0.97,0.5899999999999963
Radius 5 | Fibre: True | Axis: Z | Norm: No,50,3.9675,38.74,39.68,0.98,0.97,0.9399999999999977
